user_id,session_id,timestamp,interaction_type,query_length,response_time,user_rating,error_occurred,industry,location,subscription_level
517,118,4/14/2024 20:51,query,93,2.375492084,5,TRUE,finance,"Stanleymouth, Cuba",free
518,142,6/11/2024 22:27,query,47,2.702090525,3,FALSE,finance,"Port Elizabethchester, Palau",enterprise
519,123,1/8/2024 0:09,feedback,54,2.078558145,5,TRUE,healthcare,"Aprilfort, Central African Republic",free
520,154,4/20/2024 3:11,query,82,2.720777537,5,FALSE,education,"Bonnieview, El Salvador",free
521,198,7/7/2024 21:10,query,31,1.71611555,2,FALSE,finance,"Crystalfort, Liberia",premium
522,177,8/31/2024 21:52,error,72,2.864199106,2,FALSE,education,"Williamsview, Liberia",enterprise
523,136,4/9/2024 12:15,query,67,1.170524888,2,TRUE,healthcare,"Leehaven, Angola",premium
524,146,4/26/2024 8:04,query,10,2.295897477,4,TRUE,education,"South Melissashire, Falkland Islands (Malvinas)",premium
525,181,7/17/2024 14:48,feedback,30,1.256363872,5,FALSE,healthcare,"Wilsonville, India",premium
526,194,4/9/2024 11:31,error,46,2.771741161,4,FALSE,finance,"East Jeremy, Liberia",free
527,198,1/2/2024 3:20,feedback,47,2.481122078,2,TRUE,finance,"Boydtown, Senegal",enterprise
528,145,1/15/2024 14:57,query,63,2.2452781,5,TRUE,finance,"New Dustin, San Marino",enterprise
529,178,2/10/2024 18:22,error,24,2.394623113,4,FALSE,finance,"New Markbury, New Caledonia",premium
530,118,2/1/2024 7:56,query,60,2.277990516,2,TRUE,healthcare,"Lake Andres, Singapore",enterprise
531,114,3/5/2024 5:02,query,51,2.556823926,1,FALSE,finance,"Mendezport, Kuwait",free
532,144,6/25/2024 12:25,query,53,1.056689183,4,FALSE,education,"Annside, Macao",premium
533,135,4/14/2024 3:11,feedback,93,1.855292672,4,FALSE,finance,"Peterfurt, Saudi Arabia",free
534,178,4/3/2024 23:08,error,50,1.092456822,4,FALSE,finance,"Christineland, Mauritius",free
535,158,8/22/2024 20:02,error,94,1.179207965,2,TRUE,finance,"Georgefurt, Honduras",enterprise
536,151,8/4/2024 20:07,error,16,1.514348036,5,TRUE,education,"East Stephen, Nauru",premium
537,132,1/11/2024 6:01,feedback,84,1.420046514,2,FALSE,healthcare,"Tonyaburgh, Brunei Darussalam",premium
538,107,1/8/2024 15:08,query,52,1.157632861,5,TRUE,healthcare,"Glovertown, Suriname",free
539,118,3/3/2024 7:44,feedback,98,1.154587359,5,TRUE,healthcare,"Andrewberg, British Virgin Islands",enterprise
540,165,1/28/2024 18:45,query,21,2.3946872,2,TRUE,education,"Jonathanchester, Vietnam",premium
541,188,4/29/2024 6:49,query,71,2.411492357,2,FALSE,finance,"Smithland, Niger",free
542,189,7/2/2024 10:52,query,20,1.846783768,2,FALSE,healthcare,"West Ericport, Djibouti",free
543,115,5/4/2024 4:02,feedback,92,2.625443719,3,TRUE,education,"Owenshire, Finland",enterprise
544,144,3/3/2024 3:54,query,62,1.080892364,4,FALSE,finance,"Port Patrick, French Southern Territories",premium
545,103,1/25/2024 20:48,feedback,11,1.334734439,3,FALSE,finance,"Jennyborough, Guatemala",premium
546,106,5/21/2024 14:57,error,12,2.530466444,4,TRUE,finance,"Deanland, France",free
547,103,2/22/2024 18:26,error,77,2.878940831,4,TRUE,finance,"Leonardton, Solomon Islands",premium
548,174,2/28/2024 10:37,error,51,1.031535047,2,TRUE,finance,"New Barbaraland, Uzbekistan",enterprise
549,141,2/10/2024 10:20,feedback,14,2.425242775,5,FALSE,finance,"Jeanetteberg, Libyan Arab Jamahiriya",premium
550,153,1/20/2024 16:21,error,48,2.595140244,4,TRUE,finance,"Donaldton, Northern Mariana Islands",enterprise
551,121,1/2/2024 18:39,error,45,2.378087092,3,FALSE,finance,"Reneeburgh, Cambodia",free
552,114,8/28/2024 14:23,error,89,1.153917226,1,TRUE,healthcare,"Millerhaven, Vietnam",enterprise
553,186,4/16/2024 2:58,query,86,2.965664236,3,TRUE,finance,"Freemanfurt, Portugal",premium
554,133,1/7/2024 22:16,feedback,39,1.716176996,5,FALSE,healthcare,"North James, Benin",premium
555,130,2/11/2024 6:42,error,21,2.513958997,2,FALSE,education,"Sheltonstad, Eritrea",premium
556,136,6/10/2024 13:29,error,64,2.135263994,5,FALSE,healthcare,"Jacksonport, Uruguay",free
557,111,1/30/2024 11:32,feedback,83,1.504970795,3,FALSE,education,"Sharonfort, Bolivia",free
558,143,5/29/2024 5:00,query,18,1.701320083,4,TRUE,education,"North Marc, Liberia",premium
559,117,8/8/2024 5:35,feedback,94,2.188775478,2,FALSE,finance,"Gonzalezborough, Ukraine",premium
560,172,8/16/2024 3:07,query,61,1.341154862,4,TRUE,healthcare,"Rochaburgh, Micronesia",enterprise
561,152,5/31/2024 0:19,error,44,1.205911659,2,TRUE,healthcare,"Port Dominicborough, Eritrea",premium
562,133,3/29/2024 11:25,feedback,93,1.37365365,5,FALSE,education,"New Royport, Bhutan",premium
563,138,9/9/2024 22:38,error,82,1.549319902,1,TRUE,healthcare,"Lake Veronica, Central African Republic",enterprise
564,132,3/6/2024 7:46,query,80,2.968657812,2,FALSE,healthcare,"New Pamelafurt, Israel",premium
565,192,8/18/2024 12:22,feedback,51,1.283500051,3,FALSE,education,"South Jasonville, Turks and Caicos Islands",free
566,104,8/18/2024 8:53,error,35,1.126328938,3,TRUE,education,"Tammyfurt, Solomon Islands",premium
567,186,8/16/2024 2:22,query,53,2.734183295,2,TRUE,education,"Jennifermouth, Tajikistan",free
568,181,3/15/2024 20:53,feedback,45,2.041931952,4,FALSE,healthcare,"New Tony, Cook Islands",free
569,124,7/6/2024 3:14,feedback,36,2.285785287,2,TRUE,education,"Jenniferborough, Armenia",premium
570,153,6/7/2024 19:45,feedback,42,1.383945776,1,TRUE,education,"Bryantport, Northern Mariana Islands",free
571,134,4/11/2024 4:44,error,96,2.611162787,1,TRUE,education,"Aprilburgh, Belgium",free
572,171,6/27/2024 11:50,error,61,2.717208856,5,FALSE,education,"Katelynfurt, Saint Lucia",enterprise
573,110,5/2/2024 4:39,feedback,89,2.353407261,5,TRUE,education,"Lake Earlfort, Gambia",enterprise
574,195,3/29/2024 4:59,feedback,75,2.886453322,4,FALSE,education,"East Randall, Costa Rica",free
575,162,6/27/2024 12:54,query,64,1.05163598,5,TRUE,finance,"Alyssashire, Sweden",enterprise
576,145,7/29/2024 13:18,feedback,64,2.394881658,3,FALSE,healthcare,"South Sean, Tonga",free
577,132,7/2/2024 7:35,error,62,2.041619592,3,FALSE,healthcare,"Masonside, Aruba",premium
578,181,2/18/2024 3:12,error,58,1.869978934,3,FALSE,healthcare,"Charlesland, Heard Island and McDonald Islands",free
579,161,9/1/2024 5:01,error,24,1.891200774,2,FALSE,finance,"Orrbury, Djibouti",free
580,191,9/8/2024 21:17,error,76,2.938933782,2,FALSE,finance,"Williamsport, Congo",premium
581,120,5/31/2024 17:03,feedback,87,1.710440748,3,TRUE,finance,"Jonesmouth, Iran",free
582,172,1/30/2024 15:37,feedback,72,1.761482498,2,TRUE,finance,"Williamsbury, Swaziland",premium
583,179,5/28/2024 6:09,query,72,2.013681802,2,FALSE,healthcare,"Smithland, Bulgaria",premium
584,163,5/14/2024 10:00,error,94,2.620784942,3,TRUE,education,"North Pamelaville, Kazakhstan",enterprise
585,157,8/3/2024 0:24,feedback,72,1.325391485,4,TRUE,education,"Stephaniefurt, Myanmar",free
586,118,6/7/2024 17:12,query,99,2.63703498,1,FALSE,education,"Danielburgh, Mali",enterprise
587,182,8/31/2024 8:30,error,94,1.451998374,2,TRUE,healthcare,"Joshualand, Dominican Republic",enterprise
588,148,7/6/2024 20:59,error,51,1.64518712,3,FALSE,healthcare,"Audreystad, Pakistan",enterprise
589,149,6/29/2024 2:21,feedback,43,1.553566075,3,FALSE,healthcare,"Lake Jennifer, Ireland",free
590,133,7/28/2024 15:09,feedback,50,1.287239086,2,TRUE,finance,"Elijahside, Yemen",premium
591,164,8/24/2024 10:52,query,17,2.689078174,3,TRUE,healthcare,"South Christopherville, Tuvalu",enterprise
592,109,8/22/2024 1:42,feedback,53,2.405157183,4,TRUE,healthcare,"New Curtis, Nauru",premium
593,156,1/22/2024 0:10,query,31,2.537575456,4,FALSE,education,"South Pamela, Syrian Arab Republic",enterprise
594,126,9/9/2024 21:53,query,39,1.349875436,4,TRUE,finance,"Meredithfurt, Spain",premium
595,120,2/7/2024 4:00,error,17,2.36671892,1,TRUE,finance,"Whitneyfurt, Martinique",premium
596,175,1/13/2024 16:47,query,79,1.311320296,1,FALSE,healthcare,"Alexland, Ethiopia",free
597,102,8/21/2024 16:14,error,48,1.927128287,2,TRUE,education,"Meyermouth, Saint Vincent and the Grenadines",free
598,146,7/11/2024 1:16,error,82,2.552603963,4,FALSE,education,"North Jacobside, New Zealand",premium
599,131,7/15/2024 15:09,query,89,1.21168715,3,TRUE,finance,"Lake Jennifertown, Japan",free
600,183,7/10/2024 11:12,feedback,65,2.668117872,3,FALSE,healthcare,"West Melissaborough, Solomon Islands",enterprise
601,115,2/19/2024 21:01,query,45,2.338515383,4,FALSE,healthcare,"Juliaborough, Norway",free
602,165,3/22/2024 3:36,error,97,2.751603881,4,TRUE,finance,"East Stevenport, Romania",enterprise
603,155,8/19/2024 3:44,feedback,25,1.691284334,1,TRUE,education,"Roachshire, Honduras",enterprise
604,164,2/10/2024 8:34,error,22,2.935388834,5,TRUE,education,"Connieberg, Iran",premium
605,148,9/6/2024 5:28,feedback,21,1.214270664,4,FALSE,finance,"Floresland, French Guiana",premium
606,161,6/19/2024 0:34,error,34,1.09766917,2,FALSE,finance,"Mcgeeborough, Heard Island and McDonald Islands",enterprise
607,105,2/2/2024 1:51,error,79,1.470291091,2,TRUE,finance,"Davidmouth, Sweden",enterprise
608,126,3/11/2024 9:59,query,55,2.071621164,3,FALSE,healthcare,"Jasonstad, Burundi",premium
609,146,7/6/2024 21:43,query,56,2.043864724,1,FALSE,education,"Thomaschester, United Kingdom",free
610,128,7/2/2024 11:21,error,72,2.475955494,3,FALSE,education,"New Colleenbury, Saint Lucia",free
611,167,7/29/2024 5:18,error,49,1.553484609,2,TRUE,finance,"Lake Kayla, Norway",premium
612,151,3/9/2024 0:14,error,30,1.572082371,2,FALSE,finance,"New Marco, Korea",enterprise
613,157,5/28/2024 15:03,query,36,1.585348129,3,FALSE,healthcare,"South Ginamouth, Bouvet Island (Bouvetoya)",premium
614,149,6/21/2024 9:45,feedback,39,1.323166573,1,FALSE,finance,"Stephensontown, Serbia",free
615,197,7/30/2024 6:28,error,25,2.492768116,2,TRUE,healthcare,"New Breannastad, Mayotte",premium
616,146,8/15/2024 10:46,error,87,2.784440432,4,TRUE,education,"North James, Congo",premium
617,160,3/1/2024 22:48,feedback,74,1.483060789,1,TRUE,healthcare,"Lake Lauraborough, French Southern Territories",enterprise
618,161,5/14/2024 18:24,error,50,1.308541551,4,TRUE,finance,"Lake Cindy, Saint Martin",premium
619,198,4/19/2024 5:17,error,24,1.832641381,4,TRUE,finance,"Tylerton, Denmark",premium
620,131,1/2/2024 12:53,feedback,23,2.532873146,3,TRUE,healthcare,"Chantown, Hong Kong",free
621,109,3/17/2024 8:37,feedback,42,2.060100872,4,TRUE,education,"Spencermouth, Costa Rica",premium
622,182,4/16/2024 16:04,error,35,2.39417721,3,FALSE,education,"Port Daniellebury, Bhutan",enterprise
623,173,8/13/2024 23:54,error,82,2.936310147,4,FALSE,education,"Cohenmouth, Italy",free
624,179,7/15/2024 20:35,query,49,1.523642481,4,TRUE,finance,"Melissaview, Niger",premium
625,114,4/21/2024 23:51,feedback,26,2.703770958,5,TRUE,education,"Port James, Taiwan",free
626,123,3/12/2024 7:10,query,84,1.192031669,3,FALSE,finance,"Mitchellstad, Macedonia",enterprise
627,172,7/18/2024 5:45,error,24,1.622971272,1,TRUE,finance,"Parkerport, Cote d'Ivoire",enterprise
628,152,1/12/2024 11:01,feedback,90,1.546283437,4,FALSE,healthcare,"East Ryanton, Martinique",enterprise
629,198,1/10/2024 9:42,error,34,1.327239135,2,FALSE,finance,"Heatherhaven, Mali",free
630,114,3/22/2024 3:51,feedback,50,1.076005113,1,FALSE,healthcare,"New Danielberg, Andorra",enterprise
631,160,3/27/2024 16:26,query,18,1.308863518,2,TRUE,healthcare,"West Lawrence, British Indian Ocean Territory (Chagos Archipelago)",enterprise
632,154,2/20/2024 15:11,error,16,1.861563956,1,FALSE,finance,"Port Michele, American Samoa",premium
633,104,1/15/2024 19:12,query,19,1.504049299,2,TRUE,healthcare,"Scottton, Cyprus",free
634,167,3/21/2024 21:02,feedback,57,1.774275116,1,FALSE,healthcare,"North April, Macao",free
635,187,6/28/2024 14:25,feedback,72,1.805304555,1,TRUE,education,"Knightville, Tanzania",free
636,180,6/12/2024 2:39,feedback,22,1.524683154,1,FALSE,healthcare,"Tommyview, Malta",premium
637,190,6/9/2024 14:06,query,42,1.691834444,2,TRUE,healthcare,"Kingborough, British Virgin Islands",premium
638,180,7/12/2024 23:45,query,13,1.384235665,3,TRUE,education,"Xaviermouth, United States of America",free
639,108,8/10/2024 11:05,feedback,65,1.355119857,3,TRUE,finance,"Brentbury, Mozambique",free
640,182,4/8/2024 19:53,query,46,1.816047647,4,TRUE,education,"East Kellie, Kuwait",premium
641,164,2/12/2024 21:57,query,62,2.532794969,3,FALSE,healthcare,"North David, Georgia",free
642,102,7/10/2024 13:32,query,81,2.217683436,2,TRUE,education,"Santiagoside, Korea",free
643,104,8/9/2024 1:28,error,97,1.30874012,1,FALSE,healthcare,"Stephenton, Timor-Leste",premium
644,183,4/2/2024 2:28,error,63,2.692315393,4,FALSE,finance,"East Robin, Malta",free
645,140,9/8/2024 19:11,feedback,73,2.495719231,4,TRUE,healthcare,"West Cindyville, Fiji",free
646,199,2/26/2024 23:12,query,92,2.009985079,2,TRUE,education,"Port Nathantown, Niger",premium
647,129,2/6/2024 10:46,feedback,97,1.235826916,2,FALSE,healthcare,"Laurafurt, Philippines",free
648,154,5/9/2024 2:31,query,41,1.335651397,1,TRUE,healthcare,"Lake Jasonberg, Saint Kitts and Nevis",enterprise
649,173,8/4/2024 18:39,query,56,1.004273791,3,TRUE,finance,"Tylerville, Tanzania",free
650,157,1/20/2024 3:59,error,47,2.180113517,3,FALSE,education,"West Charles, Marshall Islands",enterprise
651,107,8/25/2024 2:10,error,28,1.952789432,5,TRUE,healthcare,"Megantown, Saint Vincent and the Grenadines",enterprise
652,136,2/19/2024 22:06,feedback,16,2.602155692,5,TRUE,finance,"West Erin, Poland",enterprise
653,176,1/31/2024 14:02,query,99,2.904687096,4,TRUE,education,"Port Lindsayhaven, Turks and Caicos Islands",enterprise
654,104,4/7/2024 9:47,query,22,1.607972372,1,TRUE,healthcare,"Lake Douglasfurt, Macedonia",premium
655,110,7/13/2024 22:01,error,58,2.053500236,1,TRUE,education,"West Karen, Senegal",enterprise
656,161,3/5/2024 15:17,error,74,2.480180822,5,TRUE,finance,"Chelseamouth, Palau",enterprise
657,196,7/9/2024 0:23,query,71,2.27006419,3,TRUE,education,"Andrewmouth, Luxembourg",premium
658,109,4/20/2024 11:59,feedback,69,2.782734188,3,FALSE,education,"New Jimmy, Saudi Arabia",enterprise
659,110,8/14/2024 5:05,feedback,63,2.397520333,4,TRUE,finance,"Transide, Gibraltar",free
660,181,2/19/2024 17:14,feedback,84,1.986285614,1,TRUE,finance,"Barbaraton, Monaco",free
661,196,2/4/2024 14:08,error,99,1.046107073,3,FALSE,finance,"East Kevinside, French Southern Territories",enterprise
662,140,8/5/2024 15:19,error,43,2.067036311,2,FALSE,education,"Johnland, Malawi",free
663,135,4/20/2024 7:30,error,10,2.128809758,1,TRUE,healthcare,"Nancybury, Tunisia",enterprise
664,128,1/23/2024 22:38,query,73,2.27910496,2,TRUE,finance,"East Lee, Haiti",premium
665,172,2/21/2024 15:01,feedback,95,2.597656857,5,FALSE,healthcare,"Port Janet, Guinea-Bissau",enterprise
666,151,2/20/2024 7:54,query,73,1.289377195,2,TRUE,education,"Lake Lisa, Anguilla",enterprise
667,177,1/8/2024 22:28,feedback,55,1.262293601,4,TRUE,healthcare,"Jamieland, Kiribati",enterprise
668,173,6/24/2024 11:30,error,57,2.39215529,3,FALSE,education,"Lake Timothymouth, Vietnam",enterprise
669,142,3/15/2024 13:44,query,53,1.097430991,4,FALSE,healthcare,"North Dawn, Liechtenstein",premium
670,166,8/26/2024 1:08,query,75,2.940158331,2,TRUE,healthcare,"South Laura, Venezuela",free
671,113,4/12/2024 19:04,query,53,1.141693507,1,TRUE,healthcare,"Port Andrea, Portugal",free
672,123,7/23/2024 3:33,feedback,77,2.888460258,2,FALSE,healthcare,"Lisaburgh, United States of America",premium
673,164,5/4/2024 12:19,query,58,1.991142233,4,FALSE,finance,"Victorburgh, Comoros",free
674,130,6/2/2024 21:33,query,90,2.487833883,2,FALSE,finance,"Lake Amandaland, Georgia",premium
675,140,7/2/2024 6:07,query,44,2.428213631,4,TRUE,education,"Karenshire, Nepal",free
676,163,6/16/2024 11:30,feedback,64,2.831082156,2,TRUE,education,"South Lucasville, Burkina Faso",enterprise
677,185,4/25/2024 19:41,feedback,59,1.136934071,1,TRUE,healthcare,"North James, Montenegro",free
678,145,6/7/2024 5:20,error,77,1.013763187,5,TRUE,healthcare,"South Rachel, India",enterprise
679,190,5/6/2024 21:02,query,61,2.089757906,5,FALSE,healthcare,"Rhondaberg, Equatorial Guinea",free
680,158,1/9/2024 19:42,query,62,2.802785098,4,TRUE,finance,"Prattborough, Tajikistan",free
681,176,6/14/2024 3:10,feedback,69,2.302970143,3,TRUE,finance,"Frankborough, Lebanon",enterprise
682,165,2/12/2024 17:29,feedback,87,2.62503279,3,TRUE,finance,"Paulabury, Congo",enterprise
683,112,1/6/2024 17:07,query,52,2.283408849,3,FALSE,finance,"North Melissa, Eritrea",free
684,166,1/6/2024 3:03,error,10,2.597164195,1,TRUE,finance,"Hendersonmouth, Costa Rica",enterprise
685,135,7/1/2024 0:12,error,84,1.225855899,3,FALSE,education,"Zimmermanfort, Jersey",free
686,146,5/21/2024 13:00,error,70,1.770240046,4,TRUE,education,"Lake Dawnmouth, Montenegro",free
687,178,7/24/2024 19:37,error,86,1.9866486,5,TRUE,finance,"Nicholsbury, Comoros",premium
688,137,2/17/2024 22:27,feedback,19,1.978514686,3,FALSE,education,"Brownshire, Gambia",enterprise
689,149,4/13/2024 3:55,query,23,1.986813752,4,TRUE,healthcare,"North Natashaview, Suriname",premium
690,178,7/24/2024 5:42,error,98,1.85777597,1,FALSE,finance,"North Margaretfurt, Finland",premium
691,163,5/18/2024 8:54,error,65,1.876838443,5,FALSE,finance,"Andersonmouth, Isle of Man",free
692,150,6/1/2024 12:29,query,91,2.160260278,4,FALSE,finance,"Timothyport, Falkland Islands (Malvinas)",premium
693,187,7/1/2024 6:09,error,82,2.799399849,2,TRUE,finance,"Lake Paulhaven, Martinique",enterprise
694,147,8/25/2024 16:28,query,48,1.648383157,1,FALSE,education,"West Terri, Saint Kitts and Nevis",enterprise
695,149,5/28/2024 9:55,error,42,2.129519919,2,TRUE,healthcare,"South Michael, Saint Helena",enterprise
696,123,7/5/2024 15:48,query,75,1.311856889,1,FALSE,education,"Stevenview, Jamaica",premium
697,175,5/15/2024 0:06,query,24,1.223298272,3,FALSE,finance,"Bellmouth, Saint Pierre and Miquelon",enterprise
698,147,4/20/2024 23:27,query,37,2.90101595,4,TRUE,finance,"Lake Bethport, Svalbard & Jan Mayen Islands",enterprise
699,183,3/8/2024 11:25,error,43,2.74696603,2,TRUE,healthcare,"Grahamside, Falkland Islands (Malvinas)",premium
700,146,5/1/2024 3:31,query,50,2.760440676,5,TRUE,finance,"Johnland, New Caledonia",enterprise
701,162,2/5/2024 6:54,query,27,2.567661292,1,FALSE,finance,"Cherrymouth, Cocos (Keeling) Islands",premium
702,142,9/2/2024 2:17,error,82,2.728356585,2,TRUE,healthcare,"South Jennifer, Mozambique",free
703,199,2/6/2024 9:37,query,32,1.788483224,4,TRUE,finance,"North Jenniferbury, India",enterprise
704,193,8/21/2024 21:56,feedback,16,2.246023615,5,TRUE,finance,"North Michael, Mozambique",premium
705,134,2/4/2024 8:28,feedback,59,1.907524441,5,FALSE,finance,"Thompsonchester, French Polynesia",premium
706,124,1/13/2024 4:33,feedback,54,1.802825132,3,FALSE,healthcare,"Annechester, Falkland Islands (Malvinas)",premium
707,127,3/25/2024 16:04,feedback,85,1.67430014,1,FALSE,healthcare,"Lake Nathaniel, Singapore",enterprise
708,102,5/22/2024 20:54,query,20,2.602568175,2,FALSE,healthcare,"Bruceside, Macedonia",premium
709,141,3/28/2024 16:38,error,61,1.242407777,1,FALSE,education,"Adrianmouth, Niue",enterprise
710,174,1/28/2024 2:51,error,44,1.239383054,2,TRUE,healthcare,"New Fred, Botswana",free
711,156,1/26/2024 23:10,error,71,2.11013092,2,TRUE,education,"Port Emily, Monaco",enterprise
712,169,1/16/2024 3:15,query,94,1.820999604,2,TRUE,healthcare,"South Jenniferville, Panama",free
713,105,3/26/2024 6:22,feedback,67,2.90287535,2,FALSE,education,"Nashville, Benin",premium
714,163,7/24/2024 15:48,query,29,1.994637611,3,FALSE,education,"Port Kevin, Honduras",premium
715,190,1/9/2024 15:03,error,65,1.3517219,5,TRUE,education,"Pereztown, Djibouti",premium
716,171,1/2/2024 22:48,query,46,1.116408797,3,TRUE,finance,"Hamiltonport, Russian Federation",free
717,146,8/9/2024 23:14,feedback,50,1.881314632,5,TRUE,healthcare,"Sarahhaven, Spain",premium
718,103,7/29/2024 10:32,query,36,2.48134607,2,FALSE,education,"Nicholasview, Macao",free
719,123,6/26/2024 7:33,error,89,2.154334635,2,FALSE,finance,"Garrettville, Saint Helena",free
720,131,7/10/2024 15:43,query,43,2.820721104,4,FALSE,education,"Perezbury, Christmas Island",enterprise
721,147,8/21/2024 18:45,feedback,46,1.463358521,5,TRUE,education,"New Davidchester, Liberia",enterprise
722,127,5/4/2024 19:41,error,18,1.033702502,4,FALSE,healthcare,"New Jared, Ecuador",free
723,187,1/30/2024 14:29,error,30,2.262972084,2,TRUE,finance,"North Steven, Mali",premium
724,109,2/18/2024 22:21,feedback,18,2.27484397,3,FALSE,healthcare,"Shanechester, Cyprus",free
725,146,7/7/2024 6:28,error,42,2.504578329,2,FALSE,finance,"South Craig, Liechtenstein",enterprise
726,177,8/22/2024 12:13,query,79,1.800527625,1,FALSE,healthcare,"North Christopher, Svalbard & Jan Mayen Islands",premium
727,166,2/29/2024 4:57,query,65,2.453881237,2,TRUE,finance,"Heathertown, Nauru",premium
728,120,2/18/2024 9:21,feedback,84,1.332839532,3,FALSE,finance,"Danielshire, Iceland",premium
729,116,5/17/2024 5:54,feedback,83,2.45003316,5,TRUE,education,"East Michael, Bahamas",enterprise
730,189,6/22/2024 15:28,query,54,2.076178237,5,FALSE,education,"Lake Deniseton, Sudan",free
731,160,2/26/2024 18:21,error,63,2.896226408,3,TRUE,healthcare,"West Dianeville, Isle of Man",premium
732,175,5/22/2024 4:05,feedback,55,1.299262188,5,TRUE,finance,"Reyesborough, Guyana",free
733,181,5/4/2024 20:14,error,44,2.809710789,1,TRUE,education,"Port Perrytown, Cook Islands",enterprise
734,186,2/15/2024 3:45,error,87,1.841568006,4,TRUE,education,"West Marissamouth, Slovenia",premium
735,167,2/16/2024 4:00,error,98,2.962929677,5,TRUE,finance,"Port Ashleyfurt, Guyana",premium
736,125,7/8/2024 15:01,feedback,50,2.773048298,1,TRUE,education,"South Crystal, Luxembourg",free
737,117,4/27/2024 12:42,error,92,2.132118109,2,TRUE,education,"Jeremyhaven, Yemen",enterprise
738,137,3/19/2024 18:52,feedback,89,1.277255015,2,TRUE,finance,"Tiffanymouth, South Africa",free
739,117,3/16/2024 20:53,query,11,1.765154822,5,FALSE,healthcare,"Lake Andrewburgh, Aruba",enterprise
740,130,2/6/2024 2:26,query,79,1.777772146,5,TRUE,healthcare,"East Frankmouth, French Southern Territories",enterprise
741,100,4/23/2024 11:34,error,69,2.006435286,1,FALSE,finance,"Webbchester, Luxembourg",free
742,168,3/14/2024 12:10,feedback,42,1.959988127,5,FALSE,healthcare,"Franciscobury, Cocos (Keeling) Islands",premium
743,166,2/12/2024 3:55,error,14,2.827823818,2,TRUE,healthcare,"East Christopher, Martinique",premium
744,136,4/14/2024 1:58,feedback,85,2.56400336,3,FALSE,education,"Elizabethberg, Costa Rica",premium
745,127,4/6/2024 8:30,error,65,2.768604359,4,FALSE,healthcare,"Staceyport, Fiji",premium
746,108,7/21/2024 12:42,feedback,18,2.733424503,5,TRUE,healthcare,"Cheyenneshire, Germany",premium
747,114,5/9/2024 1:31,query,95,2.204945965,3,TRUE,finance,"Port Shawnfort, Antigua and Barbuda",enterprise
748,100,1/24/2024 1:57,error,65,1.382132162,4,TRUE,education,"Muellerbury, Monaco",premium
749,126,2/29/2024 21:17,feedback,53,1.243794546,3,TRUE,healthcare,"Annahaven, Bolivia",premium
750,110,3/19/2024 14:05,error,54,1.647259766,4,TRUE,education,"South Christinefurt, Bangladesh",premium
751,186,7/8/2024 18:37,query,39,2.836983029,1,TRUE,healthcare,"North Zachary, Jordan",free
752,120,8/27/2024 1:24,feedback,21,2.894695915,4,TRUE,finance,"Jeffreyshire, Mauritania",enterprise
753,116,1/10/2024 5:42,error,83,2.016837486,3,FALSE,education,"Port Amanda, Cameroon",enterprise
754,173,7/10/2024 14:02,feedback,67,2.881600775,5,FALSE,finance,"East Kyle, Italy",premium
755,191,9/12/2024 3:35,feedback,54,1.351991794,2,FALSE,education,"Port Destiny, Philippines",free
756,197,2/25/2024 3:35,query,32,1.957991517,2,FALSE,healthcare,"East Cindy, Slovenia",premium
757,106,5/10/2024 12:29,error,35,2.686812632,4,TRUE,finance,"Wrightmouth, Ireland",enterprise
758,186,8/10/2024 23:17,error,57,1.368560248,4,TRUE,healthcare,"Marybury, Northern Mariana Islands",premium
759,180,2/13/2024 5:11,query,12,2.417732485,5,FALSE,education,"West Kyleview, Slovenia",free
760,152,6/23/2024 12:22,query,25,1.98950485,4,TRUE,finance,"West Justin, Sri Lanka",enterprise
761,170,3/27/2024 13:30,query,56,2.523461136,2,FALSE,finance,"Port Paulview, Mongolia",enterprise
762,194,9/12/2024 3:21,query,73,1.52820748,2,TRUE,education,"Port Sheliashire, Cape Verde",enterprise
763,124,7/11/2024 21:11,feedback,33,1.744874653,4,TRUE,healthcare,"East Michaelport, Peru",free
764,196,9/11/2024 21:28,feedback,31,1.158333003,2,TRUE,education,"West Jenniferburgh, Australia",premium
765,112,1/11/2024 23:41,query,88,2.608386241,3,TRUE,finance,"Port Sierraville, Serbia",free
766,144,1/25/2024 11:45,feedback,85,1.696319227,5,FALSE,healthcare,"Hernandezside, United Kingdom",premium
767,185,4/18/2024 7:02,feedback,75,2.927844191,2,TRUE,education,"East Christopher, France",enterprise
768,194,7/13/2024 16:15,query,25,1.475562524,1,TRUE,finance,"Lindseymouth, United Arab Emirates",enterprise
769,142,4/27/2024 9:10,error,59,2.247066503,2,FALSE,finance,"Rossmouth, Italy",free
770,176,8/21/2024 11:18,error,77,2.711985498,1,TRUE,finance,"Port Tim, Norfolk Island",enterprise
771,121,5/12/2024 11:41,feedback,13,2.277011257,5,FALSE,education,"North Gregorymouth, Paraguay",enterprise
772,177,3/6/2024 14:19,error,37,1.400779331,4,FALSE,healthcare,"Whiteland, Nigeria",free
773,101,7/21/2024 12:48,feedback,94,1.669716576,5,FALSE,finance,"Hallport, Saint Lucia",enterprise
774,153,5/15/2024 7:45,query,73,2.767882736,4,TRUE,healthcare,"Simmonsfurt, Algeria",free
775,167,4/29/2024 14:22,query,68,2.617660255,5,TRUE,finance,"Wellsland, Trinidad and Tobago",free
